0. 0.05
2. 15
4. 1250
6. 14000
8. 90000
10. 133333
40. 4700000
50. 8300000
60. 10300000
70. 9400000
80. 12000000
90. 9900000
100. 5600000
110. 2500000
120. 1500000
128. 12280000
153. 3.91304e+07
176. 1.27586e+08
205. 5.38462e+07
231. 6.79487e+07
270. 45000000
280. 77000000
300. 292000000
320. 58000000
340. 22500000
360. 131000000
370. 5900000
400. 9200000
430. 5900000
460. 10600000
480. 21600000
500. 31600000
520. 12100000
540. 18100000
560. 2585000
580. 51000000
600. 27600000
620. 120000000
630. 2300000
680. 11300000
710. 5300000
740. 17300000
770. 4.26667e+07
800. 26900000
830. 6.83333e+07
860. 91000000
890. 1.59048e+08
911. 1.04333e+07
920. 23400000
930. 58400000
940. 59400000
950. 10400000
960. 10400000
970. 530000000
980. 50400000
995. 1.04167e+07
1007. 10400000
1017. 360000000
1027. 307500000
1035. 183000000
1045. 1.30833e+07
1057. 1.30769e+07
1070. 13100000
1080. 72100000
1090. 13100000
1100. 13100000
1110. 13100000
1120. 62100000
1130. 13100000
1140. 13100000
1150. 1.30714e+07
1157. 1.30667e+07
1163. 1.47143e+07
1170. 4.43333e+07
1176. 16000000
1183. 1.77143e+07
1190. 22750000
1198. 2.71429e+07
1205. 1.05714e+08
1212. 3.775e+10
1220. 5.24286e+08
1227. 170000000
1235. 230000000
1242. 165000000
1250. 176250000
1258. 388750000
1266. 132500000
1274. 171250000
1282. 127500000
1290. 1.26667e+08
1299. 911250000
1307. 2.44444e+08
1316. 198750000
1324. 2.45556e+08
1333. 1.37778e+09
1342. 2.21111e+08
1351. 3.43333e+08
1360. 257000000
1370. 3.04444e+08
1379. 310000000
1389. 400000000
1408. 505000000
1428. 6.19048e+08
1449. 8.66667e+08
1470. 1.05909e+09
1492. 1.15652e+09
1515. 1.26087e+09
1538. 1500000000
1562. 1900000000
1587. 2.46154e+09
1613. 2.11154e+09
1639. 4.25e+09
1667. 6.28571e+09
1695. 8e+09
1724. 9.6e+09
1739. 1.22e+10
1754. 1.4625e+10
1770. 1.6375e+10
1786. 1.8e+10
1802. 1.9625e+10
1818. 2.24118e+10
1835. 2.60588e+10
1852. 2.91176e+10
1869. 3.3e+10
1887. 3.66111e+10
1905. 4.03333e+10
1923. 5.18421e+10
1942. 6.68421e+10
1961. 5.31579e+10
1980. 6e+10
2000. 7.2e+10
2020. 8.57143e+10
2041. 9.90476e+10
2062. 1.16667e+11
2083. 2.31364e+11
2105. 3.09565e+11
2128. 4.19545e+11
2150. 3.50833e+11
2174. 5e+11
2198. 5.08333e+11
2222. 7.08e+11
2247. 6.15385e+11
2273. 7.53846e+11
2299. 8.88889e+11
2326. 8.33333e+11
2353. 7.89286e+11
2381. 8e+11
2410. 8.62069e+11
2439. 9.1e+11
2469. 9.29032e+11
2500. 9.4375e+11
2532. 1.24062e+12
2564. 2.16061e+12
2597. 1.24857e+12
2632. 3.2e+12
2667. 3.47222e+12
2703. 3.13514e+12
2740. 3.13158e+12
2778. 3.53846e+12
2817. 4.25e+12
2857. 5.85714e+12
2899. 9.28571e+12
2941. 9.06818e+12
2985. 8.57778e+12
3030. 1.08085e+13
3077. 1.23333e+13
3125. 1.21e+13
3175. 1.388e+13
3225. 1.624e+13
3275. 1.942e+13
3325. 1.794e+13
3375. 1.888e+13
3425. 2.02e+13
3475. 2.06e+13
3525. 2.06e+13
3575. 2.08e+13
3625. 2.36e+13
3675. 2.46e+13
3725. 2.48e+13
3775. 2.34e+13
3825. 2.22e+13
3875. 2.18e+13
3925. 2.38e+13
3975. 3.08e+13
4025. 3.8e+13
4075. 3.98e+13
4125. 3.98e+13
4175. 4.04e+13
4225. 4.02e+13
4275. 3.88e+13
4325. 3.96e+13
4375. 4.5e+13
4425. 4.78e+13
4475. 4.96e+13
4525. 4.98e+13
4575. 4.96e+13
4625. 5e+13
4675. 5.1e+13
4725. 5.22e+13
4775. 5.18e+13
4825. 4.92e+13
4875. 4.88e+13
4925. 5.06e+13
4975. 4.96e+13
5025. 4.98e+13
5075. 5e+13
5125. 4.86e+13
5175. 4.86e+13
5225. 5.04e+13
5275. 5.16e+13
5325. 5.28e+13
5375. 5.34e+13
5425. 5.4e+13
5475. 5.36e+13
5525. 5.32e+13
5575. 5.32e+13
5625. 5.34e+13
5675. 5.34e+13
5725. 5.38e+13
5775. 5.42e+13
5825. 5.42e+13
5875. 5.42e+13
5925. 5.44e+13
5975. 5.44e+13
6025. 5.42e+13
6075. 5.4e+13
6125. 5.4e+13
6175. 5.4e+13
6225. 5.38e+13
6275. 5.36e+13
6325. 5.34e+13
6375. 5.32e+13
6425. 5.3e+13
6475. 5.26667e+13
6550. 5.22e+13
6650. 5.18e+13
6750. 5.14e+13
6850. 5.09e+13
6950. 5.04e+13
7050. 4.99e+13
7150. 4.94e+13
7250. 4.9e+13
7350. 4.83e+13
7450. 4.8e+13
7550. 4.67e+13
7650. 4.59e+13
7750. 4.68e+13
7850. 4.54e+13
7950. 4.6e+13
8050. 4.53e+13
8150. 4.41e+13
8250. 4.34e+13
8350. 4.31e+13
8450. 4.03e+13
8550. 4.33e+13
8650. 4.25e+13
8750. 4.27e+13
8850. 4.23e+13
8950. 4.13e+13
9050. 4.01e+13
9150. 3.89e+13
9250. 3.88e+13
9350. 3.78e+13
9450. 3.76e+13
9550. 3.72e+13
9650. 3.72e+13
9750. 3.79e+13
9850. 3.79e+13
9950. 3.745e+13
10150. 3.51667e+13
10750. 3.36e+13
11250. 3.2e+13
11750. 3e+13
12250. 2.96e+13
12750. 2.86e+13
13250. 2.64e+13
13750. 2.5e+13
14250. 2.32e+13
14750. 2.24e+13
15250. 2.14e+13
15750. 1.99e+13
16250. 1.944e+13
16750. 1.84e+13
17250. 1.648e+13
17750. 1.54e+13
18250. 1.388e+13
18750. 1.302e+13
19250. 1.238e+13
19750. 1.1936e+13
20375. 9.86667e+12
21500. 8.28e+12
22500. 7.33e+12
23500. 6.83e+12
24500. 6.07e+12
25500. 5.5e+12
26500. 4.96e+12
27500. 4.51e+12
28500. 4.09e+12
29500. 3.74e+12
30500. 3.4e+12
31500. 3.18e+12
32500. 2.87e+12
33500. 2.7e+12
34500. 2.47e+12
35500. 2.31e+12
36500. 2.14e+12
37500. 2.01e+12
38500. 1.87e+12
39500. 1.71e+12
40500. 1.6e+12
41500. 1.48e+12
42500. 1.41e+12
43500. 1.33e+12
44500. 1.25e+12
45500. 1.16e+12
46500. 1.06e+12
47500. 9.67e+11
48500. 9.25e+11
49500. 8.73846e+11
52750. 5.50204e+11
65000. 3.35e+11
75000. 2.22e+11
85000. 1.59e+11
95000. 1.00667e+11
140000. 0
