      0.  1.00e-01
      2.  3.00e+01
      4.  2.50e+03
      6.  2.80e+04
      8.  1.80e+05
     10.  4.00e+06
     40.  4.70e+07
     50.  8.30e+07
     60.  1.03e+08
     70.  9.40e+07
     80.  1.20e+08
     90.  9.90e+07
    100.  5.60e+07
    110.  2.50e+07
    120.  1.20e+07
    128.  3.07e+08
    153.  9.00e+08
    176.  3.70e+09
    205.  1.40e+09
    231.  2.65e+09
    270.  4.50e+08
    280.  1.54e+09
    300.  5.84e+09
    320.  1.16e+09
    340.  4.50e+08
    360.  1.31e+09
    370.  1.77e+08
    400.  2.76e+08
    430.  1.77e+08
    460.  2.12e+08
    480.  4.32e+08
    500.  6.32e+08
    520.  2.42e+08
    540.  3.62e+08
    560.  5.17e+07
    580.  1.02e+09
    600.  5.52e+08
    620.  1.20e+09
    630.  1.15e+08
    680.  3.39e+08
    710.  1.59e+08
    740.  5.19e+08
    770.  1.28e+09
    800.  8.07e+08
    830.  2.05e+09
    860.  2.73e+09
    890.  3.34e+09
    911.  9.39e+07
    920.  2.34e+08
    930.  5.84e+08
    940.  5.94e+08
    950.  1.04e+08
    960.  1.04e+08
    970.  5.30e+09
    980.  7.56e+08
    995.  1.25e+08
   1007.  1.04e+08
   1017.  3.60e+09
   1027.  2.46e+09
   1035.  1.83e+09
   1045.  1.57e+08
   1057.  1.70e+08
   1070.  1.31e+08
   1080.  7.21e+08
   1090.  1.31e+08
   1100.  1.31e+08
   1110.  1.31e+08
   1120.  6.21e+08
   1130.  1.31e+08
   1140.  1.31e+08
   1150.  9.15e+07
   1157.  7.84e+07
   1163.  1.03e+08
   1170.  2.66e+08
   1176.  1.12e+08
   1183.  1.24e+08
   1190.  1.82e+08
   1198.  1.90e+08
   1205.  7.40e+08
   1212.  3.02e+11
   1220.  3.67e+09
   1227.  1.36e+09
   1235.  1.61e+09
   1242.  1.32e+09
   1250.  1.41e+09
   1258.  3.11e+09
   1266.  1.06e+09
   1274.  1.37e+09
   1282.  1.02e+09
   1290.  1.14e+09
   1299.  7.29e+09
   1307.  2.20e+09
   1316.  1.59e+09
   1324.  2.21e+09
   1333.  1.24e+10
   1342.  1.99e+09
   1351.  3.09e+09
   1360.  2.57e+09
   1370.  2.74e+09
   1379.  3.10e+09
   1389.  7.60e+09
   1408.  1.01e+10
   1428.  1.30e+10
   1449.  1.82e+10
   1470.  2.33e+10
   1492.  2.66e+10
   1515.  2.90e+10
   1538.  3.60e+10
   1562.  4.75e+10
   1587.  6.40e+10
   1613.  5.49e+10
   1639.  1.19e+11
   1667.  1.76e+11
   1695.  2.32e+11
   1724.  1.44e+11
   1739.  1.83e+11
   1754.  2.34e+11
   1770.  2.62e+11
   1786.  2.88e+11
   1802.  3.14e+11
   1818.  3.81e+11
   1835.  4.43e+11
   1852.  4.95e+11
   1869.  5.94e+11
   1887.  6.59e+11
   1905.  7.26e+11
   1923.  9.85e+11
   1942.  1.27e+12
   1961.  1.01e+12
   1980.  1.20e+12
   2000.  1.44e+12
   2020.  1.80e+12
   2041.  2.08e+12
   2062.  2.45e+12
   2083.  5.09e+12
   2105.  7.12e+12
   2128.  9.23e+12
   2150.  8.42e+12
   2174.  1.20e+13
   2198.  1.22e+13
   2222.  1.77e+13
   2247.  1.60e+13
   2273.  1.96e+13
   2299.  2.40e+13
   2326.  2.25e+13
   2353.  2.21e+13
   2381.  2.32e+13
   2410.  2.50e+13
   2439.  2.73e+13
   2469.  2.88e+13
   2500.  3.02e+13
   2532.  3.97e+13
   2564.  7.13e+13
   2597.  4.37e+13
   2632.  1.12e+14
   2667.  1.25e+14
   2703.  1.16e+14
   2740.  1.19e+14
   2778.  1.38e+14
   2817.  1.70e+14
   2857.  2.46e+14
   2899.  3.90e+14
   2941.  3.99e+14
   2985.  3.86e+14
   3030.  5.08e+14
   3077.  5.92e+14
   3125.  6.05e+14
   3175.  6.94e+14
   3225.  8.12e+14
   3275.  9.71e+14
   3325.  8.97e+14
   3375.  9.44e+14
   3425.  1.01e+15
   3475.  1.03e+15
   3525.  1.03e+15
   3575.  1.04e+15
   3625.  1.18e+15
   3675.  1.23e+15
   3725.  1.24e+15
   3775.  1.17e+15
   3825.  1.11e+15
   3875.  1.09e+15
   3925.  1.19e+15
   3975.  1.54e+15
   4025.  1.90e+15
   4075.  1.99e+15
   4125.  1.99e+15
   4175.  2.02e+15
   4225.  2.01e+15
   4275.  1.94e+15
   4325.  1.98e+15
   4375.  2.25e+15
   4425.  2.39e+15
   4475.  2.48e+15
   4525.  2.49e+15
   4575.  2.48e+15
   4625.  2.50e+15
   4675.  2.55e+15
   4725.  2.61e+15
   4775.  2.59e+15
   4825.  2.46e+15
   4875.  2.44e+15
   4925.  2.53e+15
   4975.  2.48e+15
   5025.  2.49e+15
   5075.  2.50e+15
   5125.  2.43e+15
   5175.  2.43e+15
   5225.  2.52e+15
   5275.  2.58e+15
   5325.  2.64e+15
   5375.  2.67e+15
   5425.  2.70e+15
   5475.  2.68e+15
   5525.  2.66e+15
   5575.  2.66e+15
   5625.  2.67e+15
   5675.  2.67e+15
   5725.  2.69e+15
   5775.  2.71e+15
   5825.  2.71e+15
   5875.  2.71e+15
   5925.  2.72e+15
   5975.  2.72e+15
   6025.  2.71e+15
   6075.  2.70e+15
   6125.  2.70e+15
   6175.  2.70e+15
   6225.  2.69e+15
   6275.  2.68e+15
   6325.  2.67e+15
   6375.  2.66e+15
   6425.  2.65e+15
   6475.  3.95e+15
   6550.  5.22e+15
   6650.  5.18e+15
   6750.  5.14e+15
   6850.  5.09e+15
   6950.  5.04e+15
   7050.  4.99e+15
   7150.  4.94e+15
   7250.  4.90e+15
   7350.  4.83e+15
   7450.  4.80e+15
   7550.  4.67e+15
   7650.  4.59e+15
   7750.  4.68e+15
   7850.  4.54e+15
   7950.  4.60e+15
   8050.  4.53e+15
   8150.  4.41e+15
   8250.  4.34e+15
   8350.  4.31e+15
   8450.  4.03e+15
   8550.  4.33e+15
   8650.  4.25e+15
   8750.  4.27e+15
   8850.  4.23e+15
   8950.  4.13e+15
   9050.  4.01e+15
   9150.  3.89e+15
   9250.  3.88e+15
   9350.  3.78e+15
   9450.  3.76e+15
   9550.  3.72e+15
